Odometry;2022:06:01 13:41:22.971664;Position;4.789333669300726;2.011407201973744;2.249467467468362e-34;DeltaPosition;-0.002206772268991213;-3.281020015881046e-51;-1.1802842915222718e-38;Orientation;3.582179737818758e-20;3.348469764254742e-25;-137.51330016135532;AngularVelocity;2.2129534783040582e-20;2.0676606114148818e-25;-0.00018919888731686683
Odometry;2022:06:01 13:41:22.977649;Position;4.789241577143472;2.0113236100899803;-2.3569364487035884e-35;DeltaPosition;-0.0005099709347818112;-7.579530182724106e-52;1.1666368873963735e-37;Orientation;3.6098261901999307e-23;3.7609341139814785e-28;-137.51336384008403;AngularVelocity;6.438252876487329e-23;6.01551194552787e-28;-0.0001849782527411601
IMU;2022:06:01 13:41:22.994423;Orientation;-0.4862803972459421;0.21551349692984892;-124.76129392276789;AngularVelocity;0.00319574864348112;0.006391614675132386;-1.1738812703132693e-08;LinearAcceleration;0.028776723806623033;-0.08802289859675778;9.21188781436171
Odometry;2022:06:01 13:41:22.994423;Position;4.7892496105074045;2.0113309678657205;2.3491976532774645e-38;DeltaPosition;-0.0007888711496612719;-1.1726462094923077e-51;8.606498767488054e-41;Orientation;2.1506979677423497e-25;2.1566375209157346e-30;-137.51353780376965;AngularVelocity;2.103485320792428e-20;1.9653797095155364e-25;-0.00018037007188605446
Odometry;2022:06:01 13:41:23.031683;Position;4.789279797327556;2.01135861587148;1.564297775484668e-36;DeltaPosition;-0.0014083763244322558;-2.0937804441377218e-51;8.604821741960057e-41;Orientation;4.4906343695632545e-20;4.19581495741578e-25;-137.51392286572224;AngularVelocity;2.103485320792428e-20;1.9653797095155364e-25;-0.00018037007188605446
IMU;2022:06:01 13:41:23.044448;Orientation;-0.5347350281051699;0.21906862161482288;-124.7616820677288;AngularVelocity;0.002130475618028674;0.007456872048841747;-7.825875135421794e-09;LinearAcceleration;-0.008946964705426903;-0.15628599573229016;9.211887952930397
Odometry;2022:06:01 13:41:23.044448;Position;4.789294053854401;2.011371673199686;3.521914202651849e-36;DeltaPosition;-0.0016206127402067533;-2.4095110087774338e-51;-3.3512394407187283e-38;Orientation;1.8892797839194247e-23;2.029793253490375e-28;-137.5140242740656;AngularVelocity;1.45564108181781e-20;1.3600700353632424e-25;-0.00012439542045404259
GPS;2022:06:01 13:41:23.069358;51.98723808;5.66433473;4;174036.5792213363;444352.1909681775
Odometry;2022:06:01 13:41:23.071646;Position;4.789331093507543;2.0114055971135474;1.814586381802743e-34;DeltaPosition;-0.002072822183656648;-3.081898181469138e-51;-3.3509594262174565e-38;Orientation;2.2702656957528735e-20;2.1221137075583878e-25;-137.51421812380062;AngularVelocity;1.45564108181781e-20;1.3600700353632424e-25;-0.00012439542045404259
Odometry;2022:06:01 13:41:23.087041;Position;4.789245395494954;2.0113278302704827;-2.4059419350474248e-35;DeltaPosition;-0.0004837413868867058;-7.189500099878677e-52;2.366886905498795e-37;Orientation;2.136347714952535e-23;2.3302486553663903e-28;-137.514325914434;AngularVelocity;3.405172706214537e-23;3.181546716711013e-28;-0.0001209602914894822
IMU;2022:06:01 13:41:23.096286;Orientation;-0.5563308421911126;0.18730764221198207;-124.7651359460774;AngularVelocity;0.0031957447305435522;0.00639161467510364;-0.0010652769384187596;LinearAcceleration;3.4807134529404036e-05;-0.10778339974720101;9.260390449937526
Odometry;2022:06:01 13:41:23.096286;Position;4.789249182542422;2.011331298654443;-1.792480649302e-38;DeltaPosition;-0.0006272063201604156;-9.32131028432371e-52;7.282093557392465e-40;Orientation;3.022941472060348e-25;3.549514951276428e-30;-137.51540952204144;AngularVelocity;2.2853101863385965e-20;2.1352667509548767e-25;-0.0012616920766448287
Odometry;2022:06:01 13:41:23.131690;Position;4.789272730282415;2.0113528645347944;1.960244158285575e-36;DeltaPosition;-0.0011766101215206967;-1.7490272163226928e-51;7.2806489383592185e-40;Orientation;4.635745883004449e-20;4.33152543814132e-25;-137.51796884451096;AngularVelocity;2.2853101863385965e-20;2.1352667509548767e-25;-0.0012616920766448287
IMU;2022:06:01 13:41:23.146157;Orientation;-0.5871657739354583;0.16160537046453588;-124.76845119468221;AngularVelocity;0.0031957525564186877;0.0053263494755191425;-0.0010652769384187596;LinearAcceleration;0.009016796725279925;-0.12754362376235423;9.231648176945177
GPS;2022:06:01 13:41:23.162127;51.98723808;5.66433473;4;174036.5792213363;444352.1909681775
Odometry;2022:06:01 13:41:23.146157;Position;4.789286481475099;2.0113654572499065;1.3372403901909661e-35;DeltaPosition;-0.0014011126149732303;-2.0834646042140286e-51;-1.374355163062051e-37;Orientation;2.1488859499241168e-23;4.809848833578133e-28;-137.51900588865436;AngularVelocity;2.1234451358825453e-20;1.9840285495952798e-25;-0.0012467965944475664
Odometry;2022:06:01 13:41:23.171650;Position;4.789316543082957;2.0113929852989743;3.555516810900332e-34;DeltaPosition;-0.0017967215342847812;-2.671697206312108e-51;-1.3742503856515928e-37;Orientation;3.1037582048441426e-20;2.9096105685224335e-25;-137.52082702161925;AngularVelocity;2.1234451358825453e-20;1.9840285495952798e-25;-0.0012467965944475664
IMU;2022:06:01 13:41:23.196215;Orientation;-0.5930251373721326;0.12451062189168971;-124.77478981190585;AngularVelocity;0.0031957408176059845;0.006391614675074894;-0.002130542138024816;LinearAcceleration;-0.008947347418944006;-0.09880151573355053;9.222666292930326
