Odometry;2022:06:01 14:24:23.911663;Position;-5.654703027556593;2.8959350908087482;-1.0239891056479212e-34;DeltaPosition;-0.003412835150693133;-9.334383003145218e-51;1.196327713125656e-38;Orientation;-9.114671259226298e-23;-8.440189965863947e-28;-30.815094324485965;AngularVelocity;-5.039969924568537e-23;-4.709063171669937e-28;3.646858339996503e-05
IMU;2022:06:01 14:24:23.924550;Orientation;0.6384983170522519;-0.631281880365194;-9.919221892312514;AngularVelocity;-0.001065288677202716;0.002130522573236366;-0.002130526486274545;LinearAcceleration;0.09883464049651242;0.08802383608218702;9.211887557019862
Odometry;2022:06:01 14:24:23.924550;Position;-5.654744869605788;2.895960049166528;1.1425001432269177e-35;DeltaPosition;-0.004148193456612938;-1.136076389142042e-50;-1.018045041723003e-37;Orientation;-3.989276077632217e-24;-3.797005989572371e-29;-30.816717532406667;AngularVelocity;-1.9191997084308277e-20;-1.7931934803709998e-25;-0.001966257695713771
GPS;2022:06:01 14:24:23.950145;51.98729707;5.66446444;4;174045.46409110804;444358.78803133767
Odometry;2022:06:01 14:24:23.951654;Position;-5.654859430971729;2.896028386759241;-7.697923223883386e-35;DeltaPosition;-0.00569480898227281;-1.5622685654634415e-50;-1.0179797027843524e-37;Orientation;-2.980877904961901e-20;-2.787299582962431e-25;-30.81977109150236;AngularVelocity;-1.9191997084308277e-20;-1.7931934803709998e-25;-0.001966257695713771
Odometry;2022:06:01 14:24:23.971669;Position;-5.654967128964554;2.896092638028117;-6.101546237846254e-31;DeltaPosition;-0.006836857040790374;-1.8769763512368727e-50;-1.0179314553648783e-37;Orientation;-5.1817159098637173e-20;-1.6574501506660564e-24;-30.822025893150837;AngularVelocity;-1.9191997084308277e-20;-1.7931934803709998e-25;-0.001966257695713771
IMU;2022:06:01 14:24:23.976405;Orientation;0.6521452230759588;-0.5639077877337553;-9.922423016715305;AngularVelocity;-2.739056297325547e-08;0.0031957955987247442;-0.0010652651996060564;LinearAcceleration;0.07907427791358088;0.10778398091499086;9.231647919603327
Odometry;2022:06:01 14:24:23.981887;Position;-5.654642059694478;2.8958955167389204;1.4082808892512814e-37;DeltaPosition;-0.0016471200454490336;-4.520085416512131e-51;-1.0030750884362958e-38;Orientation;5.774550082625753e-23;5.373308026162225e-28;-30.822437560833627;AngularVelocity;5.4685313725773135e-22;5.109492989643873e-27;-0.0013241433419346122
Odometry;2022:06:01 14:24:24.011698;Position;-5.654704674384599;2.8959328758273055;6.839323189023024e-34;DeltaPosition;-0.0032444602354473216;-8.922687656779269e-51;-1.0027900934946823e-38;Orientation;9.918144333356633e-22;1.1544249337373198e-26;-30.824699303655695;AngularVelocity;5.4685313725773135e-22;5.109492989643873e-27;-0.0013241433419346122
IMU;2022:06:01 14:24:24.025264;Orientation;0.6906096752220267;-0.5923323481041598;-9.92559383724653;AngularVelocity;0.0010652221572640666;0.0053263338237688725;-0.0010652691125436241;LinearAcceleration;0.11859460716890902;0.1275445612480743;9.202905534436326
Odometry;2022:06:01 14:24:24.025264;Position;-5.65474670201639;2.895957953827503;-1.7636152562383433e-36;DeltaPosition;-0.003971291603661579;-1.0925985342180176e-50;1.6468769325481148e-38;Orientation;-7.3025881194649785e-25;-4.443706234654348e-31;-30.825497417421815;AngularVelocity;-5.616646744229277e-21;-5.247882483824546e-26;-0.0010171917574724801
GPS;2022:06:01 14:24:24.042024;51.987297051666665;5.66446443;4;174045.46341198712;444358.7859890056
Odometry;2022:06:01 14:24:24.051661;Position;-5.6548527535541355;2.8960212372143705;-2.7209964818323173e-36;DeltaPosition;-0.005385672027497666;-1.4824312345774654e-50;1.646770242219224e-38;Orientation;-8.495549604442711e-21;-7.939092203039001e-26;-30.827035854965256;AngularVelocity;-5.616646744229277e-21;-5.247882483824546e-26;-0.0010171917574724801
Odometry;2022:06:01 14:24:24.071696;Position;-5.65495464684514;2.8960820429901366;-1.6441836630086497e-31;DeltaPosition;-0.006459184175917888;-1.7783135393906904e-50;1.6466892644552128e-38;Orientation;-1.494310191087804e-20;-3.127700895506086e-25;-30.828203526239996;AngularVelocity;-5.616646744229277e-21;-5.247882483824546e-26;-0.0010171917574724801
IMU;2022:06:01 14:24:24.076308;Orientation;0.6764259294820265;-0.6377839362250448;-9.928379661376743;AngularVelocity;0.0021305030085916475;0.0031958112504750147;-0.0010652730254811919;LinearAcceleration;0.12757687389703395;0.09880238723471468;9.231647741443588
Odometry;2022:06:01 14:24:24.080899;Position;-5.654645242021614;2.8958946034152078;9.53727572506608e-38;DeltaPosition;-0.0015424268775854804;-4.246935278505157e-51;3.9823648415576705e-39;Orientation;-6.540966108513417e-23;-6.121600100266636e-28;-30.828464620079973;AngularVelocity;-7.370032589123133e-22;-6.886148342987074e-27;-0.0007639946911710423
Odometry;2022:06:01 14:24:24.111679;Position;-5.654706478485043;2.895931148919188;-7.61822491860732e-34;DeltaPosition;-0.0030912907117977726;-8.516208434351563e-51;3.981246528386354e-39;Orientation;-1.3651553281462385e-21;-1.4294409876168793e-26;-30.829811966618156;AngularVelocity;-7.370032589123133e-22;-6.886148342987074e-27;-0.0007639946911710423
IMU;2022:06:01 14:24:24.127166;Orientation;0.673429584864155;-0.6805099682589181;-9.931265672734941;AngularVelocity;-4.3042313243697354e-08;0.005326325997893737;-0.0010652651996060564;LinearAcceleration;0.1185948579122478;0.10778427124938314;9.231647774436132
GPS;2022:06:01 14:24:24.150673;51.987297041666665;5.664464421666667;4;174045.46284381053;444358.78487425164
